id,text
1819,"All right look, if you?re not gonna stay for me, then at least stay for them! Okay, they have had a very difficult year! What with the robbery and all!"
1820,What?
1821,"All right, wait! Come on! Just wait one second! There has to be something that I can do! Something! If we still had that entertainment unit I would get in it for six hours and think about how I let you down.  What?"
1822, Sounds like a really bad idea to me.
1823,"The meaning of the box is three fold. One , it gives me the time to think about what I did. Two , it proves how much I care about my friendship with Joey. And three , it hurts!"
1824,Air hole! Air hole!! 
1825,How do ya do.
1826,What happened? What happened?!
1827,Gotcha! 
1828,Sorry!
1829,"Okay, okay, you got it!"
1830,"You can?t tell, but I?m trying to break the tension by mooning you guys!"
1831,"You?re right, and I?m sorry! This means a lot to me! I want you to be my friend again! I swear, I won?t say another word tonight."
1832,Absolutely!
1833,So?
1834,Yeah?
1835,"Man, this is? "
1836,Our eyes are closed and we?re about to cross the street. Very good.
1837," Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?"
1838,"No-no, I don?t think you heard me. Are you ready to party?!"
1839,"Kathy?s with her parents, I have nothing to do, so tomorrow we are partying with Gandolf dude!"
1840,I?m gonna call and get off work tomorrow!
1841,"This is gonna be soo cool, dude, we never party anymore! Chandler and"
1842,Oh man! I am so excited?I may vomit!
1843,"Look you don?t understand, Gandolf is amazing. Y?know you?re never know what?s gonna end up happening, you go out for a couple of beers and end up on a fishing boat to Nova Scotia!"
1844,"Oh yeah, it?s beautiful country up there."
1845,It?s not gonna be exactly like last time.
1846,Whoa-wh-wh-whoa-whoa-whoa-whoa!
1847," Hello.   It?s Gandolf!!!  So, are you in town?   Oh, well, well maybe next time then. "
1848,"He?s not gonna make it, he?s stuck in Chicago."
1849,"Stupid, useless Canadian money!"
1850,"Yeah, and I-I gave first names to all of the foosball players."
1851,"Oh-no, y?know with Gandolf we?d be out all night!"
1852,And may-maybe we could end up on a boat again? Joey and
1853,All right!!
1854,"Remember that really cold morning, you woke up and those dogs were licking your face?"
1855,"Well, those were seals, man."
1856,"Yeah, all right."
1857,"Actually, me too."
1858,"Actually, can I get some hot water with a little lemon? I think I strained my voice screaming in there. Does it have to be so loud?"
1859,"Y?know what? We?re not sad, we?re not sad, we?re just not 21 anymore. Y?know? I?m 29 years old, damnit! And I want to sit in a comfortable chair, and watch television and go to bed at a reasonable hour! Joey and"
1860,"Oh, yeah! How did you meet her?"
1861,Were you so late because you were burring this woman?
1862,How can she be great if she?s from Poughkeepsie?  That joke would?ve killed in Albany.
1863,"Hey, look at this!  They?re lighting the big Christmas tree tonight."
1864,"All right, who keeps leaving old newspapers in the trash?! I really wanted to take Kathy to this, I can?t believe I missed it."
1865,Really?! I didn?t think girls ever just wanted a fling.
1866,"Y?know what? There?s some nice guys at my office, do you want me to set you up?"
1867,"Well, I have a girlfriend, I?m-I?m happy. So, I no longer feel the need to go out of my way to stop others from being happy."
1868,Oh and Ross was like what? A lion tamer? 
1869,"Hey, you know what you can do? I remember reading about this director, I think it was Orson Wells, who at the beginning of the movie would hire somebody, just so he could fire them in front of everybody. Then they would all know, who?s boss."
1870, Yes.
1871,"I say, Drew! Are you seeing anybody right now?  Og-ee-op, I?m not asking for me, I?m? I mean? No, I?m-I?m not gay, I?m not asking you out. I?m not-I?m not-I?m not gay!"
1872,"See my friend-my friend, Rachel, she wants to be set up."
1873,"Oh, y?know what, that might be okay even if it was just kind of a fling, that might be all right with Rachel."
1874," Oh, by the way, that is her full name."
1875,"Oh well, that?s uh, a little later than I uh, generally care to stay, but sure!"
1876,"Well, I don?t really know what that is, but let?s!!"
1877," Hello, children!"
1878, Have I got the 50 guys for you!
1879,"Oh yeah, I just showed this a picture of you and guys were throwing themselves at me! They?re buying me drinks! They?re giving me stuff!  Knicks tonight?"
1880,Wherever! I?ve got like 20!
1881,"Y?know what, I?m gonna uh, play the field just a little more."
1882,Guys are signing over their 401-K?s to me?
1883," Yes.  Okay, there?s this one guy, Patrick, I think you?re gonna like him, he?s really nice, he?s funny, he?s a swimmer."
1884,"Yes, and his father invented that magnetic strip on the back of credit cards."
1885,"See, I?m not bad at this fixing up thing, huh?"
1886,"Oh, he works in the Fine Foods division."
1887,"It?s a big company, I don?t?if you?I?"
1888,Oh yeah! With who?
1889,Yeah.
1890,"Hey, man!"
1891,"Well, like father, like son."
1892,Really?! I-I thought you weren?t looking for something serious? I thought you were looking for some kind of a fling.
1893,"Ummmmmmmm, no."
1894,Why not?! I?d be thrilled if I heard that some hot girl was just looking to get?oh I see.
1895," Oh, y?know, y?know what Pheebs?"
1896,"I?m not Jewish, so?"
1897,Bad dream?
1898,"Oh yeah, then uh, what was Phoebe?s song about?"
1899,Prague?
1900,I did! I absolutely did!
1901,"I?m sure you?re right, but why?"
1902,"Oh, man. I?m sorry, I?m so-so sorry."
1903,I know! I know!
1904,"Well, y?know, you?re-you?re gonna meet somebody! You?re a great catch! Y?know when I was telling all those guys about you, I didn?t have to lie once. "
1905,"Yeah! You graduated Magma Ku Laude, right?"
1906,"Oh, it doesn?t matter.  Hey, y?know what, I?ve got two tickets to tonight?s Rangers game, you wanna come with me?"
1907,"Well, actually it?s a hockey team, so it?s angry Canadians with no teeth."
1908,Have you ever been with a woman?
1909,So there is no good time to ask that question.
1910,"I don?t know, but Donald Trump wants his blue blazer black. "
1911,Blue blazer back. He-he wants it back.
1912,"Well, you-you know what I meant."
1913,So what job did you get Joe?
1914,You?re gonna be carrying their baby and give them a Sony Play Station?
1915,"Oh, yeah, sure, it?s not mine anyway. It can with the pants."
1916,Yes. Right where?
1917,"Yeah, you-you gotta love the talking."
1918,"All right, we haven?t had sex yet. Okay, what?s the big deal? Y?know? This is special, and I want our love to grow until we move on to the next level."
1919,"No, he?s right, I?m totally lying. "
1920,"Well, Kathy?s last boyfriend was Joey."
1921,"No, I?m afraid I won?t be able to make love as well as him."
1922,"Yes, and I was saying the actual words."
1923,"We share a wall! So either he?s great in bed, or she just likes to agree with him a lot."
1924,Yeah?
1925,"All right, all right, I?ll go sleep with my girlfriend. But I?m just doing it for you guys."
1926,Hi.
1927,Why is Phoebe singing to Carl Mulden?
1928,"Yes, yes, we had the sex."
1929,"It was fine, y?know? But she didn?t agree with me as strongly as she agreed with Joey. She was more like, ""I see you point, I?m all right with it."""
1930,"Look, you have to help me! Okay? I mean, I know what to do with a woman, y?know, I know where everything goes, it?s always nice. But I need to know what makes it go from nice to, ""My God! Somebody?s killing her in there!"""
1931,"Look, you don?t have to draw an actual wo?whoa! She?s hot!"
1932, There are seven?!
1933, That?s one?
1934,"Oh, y?know-y?know what, I was looking at it upside down."
1935,That-that?s bad?
1936,Well you might if it were anything like 7!
1937,You!
1938,Well the vet seems to think that?s she?s becoming a rooster.  We?re getting a second opinion. Opening Credits
1939,"Oh, I can uh, check that for ya."
1940,I can check that for ya.
1941,Well? we-we do. You can only eat Tic Tacks in even numbers.
1942," And you? Ross, I believe, if you check Rachel?s bag you will find a half-eaten box of cookies in there."
1943,"Okay, ten bucks says that we can name every item in that bag."
1944, Stop that now! 
1945,Yes!
1946,Diet soda.
1947,Orange juice.
1948,"Oh-oh, oh, oh-oh! "
1949,I got it! Scotch? tape. 
1950,"Well, we used there?s up last night making scary faces."
1951,All right! Ten buck! Fork it over! Cough it up! Pay the piper! Gimme it.
1952,Fears and Pet Peeves.
1953,His legs flail about as if independent of his body!
1954,She has a real name.
1955,Althea?! What are you doing?!
1956,You're shooting with Althea?!
1957,Nice shooting! 
1958,"Actually, it?s Miss Chinandolor Bong."
1959,Unfortunately that is correct. The
1960,"I majored in lightning rounds. All right, we?re gonna destroy you."
1961,"Well, I?m so confused as to what we?ve been doing so far?"
1962,Say 200?
1963," All right, hold on! If you win, we give up the birds."
1964,"But if we win, we get your apartment."
1965,Okay. 
1966,Dangerous Liaisons.
1967,Oh! 
1968,Fancy.
1969,Fancy guest.
1970,Thanks man.
1971,You can?t just call Monica?s room.
1972,"Oh, I would never bet this apartment. It?s too nice."
1973,Hey!
1974,"Yeah, but I bet it works."
1975,Well believe it baby!
1976,I knew it!
1977,"Cool, girl roommate. "
1978,Would you all stop yelling in our apartment! You are ruining moving day for us!
1979,What?! What-what is it?!
1980,I can?t believe we live here!  Chandler and
1981,"Okay, she is the star of the play. And she is my girlfriend! I get to have sex with the star of the play!"
1982,I know!! 
1983,Wow! She looks great. Doesn?t she?
1984,"Is it just me, or can you actually see his abs through his overcoat?! Kathy's"
1985,"Yeah, it?s like someone literally wrote down my worst nightmare and then charged me $32 to see it!"
1986,"I?m totally screwed. Okay, they are gonna be hot and heavy on stage every night, and then they?re gonna go to their cast parties and he?s gonna try to undermine me. Y'know it?ll be like, ""So where?s your boyfriend, what?s-his-name, Chester?"" And she?ll go, ""No-no-no, it?s Chandler."" And he?ll go, ""Whatever. Ha-ha-ha-ha!"""
1987,"All right, look, look, what am I gonna do?"
1988,Really?
1989,"So uh, man, are you gonna go to the play with me tonight?"
1990,"Yeah, I know but?"
1991,"Okay, okay, but don?t worry, because we also have cereals, muffins, waffles, and, jams, jellies, and marmalades. Which I?m fairly certain are the same thing."
1992,"I?m right! Right? There was like no chemistry between them. Before they had heat, and now there?s no heat! Now you know what this means, Joey told us what this means!"
1993,"Come on, it was like cousins having sex up there!"
1994,"Oh, I loved the play. You were great, and Nick ditto. Clearly you?re having sex with him."
1995,"Oh come on, it was so obvious! There was no chemistry between you two!"
1996,"Y?know, I-I could see how this could happen, y'know you?re up there every night, you?re naked, touching, kissing."
1997,"Well, you can understand, given how we started."
1998,"Well, that is what happened, and I don?t even see you denying this!"
1999,"Yeah, well, don?t expect that to happen anytime soon! Commercial Break"
2000,Steps!  Slut!  You will all be very happy to hear that Kathy is sleeping with that guy!
2001,"I confronted her, and she didn?t deny it!  I don?t live here! "
2002,"Well, I may be drunk, but I know what she said! Then I went over to Beefsteak Julie?s?"
2003,Yes! See you and I have always been like?
2004,Did she call?
2005,"All right, maybe I should call her."
2006,"Well, yeah, but y'know, what-what if I was wrong?"
2007,"Well y'know, what if she didn?t actually sleep with the guy?"
2008,"She did not have to tell me, I saw the play, and there was no heat. Back me up here, Ross!"
2009,"That?s not backing me up! Look, you said with the off-stage and the heat, and the onstage and the oy heat."
2010,Oh my God!!
2011,"Hey. I just, I just wanted to come over to-to say that I?m sorry. Y?know? I know I acted like the biggest idiot in the world, and I can completely understand why you were so upset."
2012,"Yeah, I know, I-I wish I had too, but y?know I-I think this is a good thing. Y'know? ?Cause we?ve had our first fight, and now we can move on. Y?know, I know for me? Nick?s pants?"
2013,"Yeah. Well, I think our second fight is going to be a big one!"
2014,"Well, she wasn?t sleeping with him."
2015,She is now.
2016,"I?m saying that she? is a devil woman! Y?know I mean you think you know someone and then they turn around and they sleep with Nick! Nick, with his rock hard pecs, and his giant man-nipples! I hate him, I hate her! Well, I don?t hate her, I love her. This is all my fault really."
2017,"Because, I-I should?ve called! Y?know if I had just called her after our big, stupid fight, she never would?ve gone out with Nick, and they would?ve ended up in bed together. I threw her at his man nipples!"
2018,"Y'know, I can't believe I'm getting my nails done!? And you said it was gonna be fun!  Which it kinda is.? Also, you said there would be other guys here. There are no other guys here! ?"
2019,That's a mailman! That's our mailman!   Hi. How are ya? ?
2020,"Hey, you know who used to have nails like that? ?"
2021, Hello! ?
2022,Isn't this amazing? ?
2023,Okay. Bye. ?
2024,Bye. ?
2025,Bye. ?
2026,B-bye! ?
2027,Bye.   I can't stand the woman!  ?
2028,"Yeah, I know, but all of those little annoying things she did before we fell in love? Like her voice, her laugh, her personality-Well, they're all back! Y'know? And she's picked up like nine new ones! ?"
2029,Don't worry about it. I'm taking care of it tonight.  ?
2030," Well, I don't have to break up with her this time. We're not involved! I'm going to do a pre-emptive strike! I'm going to end it with her before it starts. My ass is like frozen!  ?"
2031,"Yes, I-I know that you do, but I think one of the reasons people were complaining though, was that they paid to hear the actor sing Old Man River. ?"
2032," Okay, we have to talk. I'm just getting out of a very serious relationship... ?"
2033,Right! I just think that this is happening too soon. ?
2034,"I hear ya.  But! Unfortunately, my company is transferring me overseas! ?"
2035,"No! No! Not, Paris. ?"
2036,"Okay, could you just stop talking for a second?  ... Yemen! ?That's right, yes, I'm being transferred to Yemen! ?"
2037,I don't know exactly. ?
2038,But I do know that it's some time tomorrow. ? Appartement de Monica et Rachel. Phoebe et Monica sont plongees dans un circuit electrique. ?
2039,"Y'know uh, you didn't really have to help me pack. ?"
2040,"Well, I-I thought I did but, I-I guess I did not! ?"
2041,"Oh, I'm packing. Y'know I'm-I'm packing 'cause I'm moving to Yemen tomorrow. ?"
2042,"I'm only going to pretend I'm moving to Yemen, it's the only way I can get rid off her. ?"
2043," Okay.  Joey, trade lives with me! ?"
2044, Thanks! ?
2045,"Y'know you, really didn't have to take me to the airport. ?"
2046,"Well, we're really not that close.  Okay, so I guess this is uh, good-bye then. ?"
2047,"Okay. Then I guess it's just, wait here then.   Hi. I need one fake ticket to Yemen. ? Ticket Counter"
2048,"Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket. ? Ticket Counter"
2049,What would you give to a kid if he wanted a ticket to play with? ? Ticket Counter
2050,"No. All right, y'know what, she's  gonna think that I'm handing you a credit card, but what I'm really gonna do is hand you a library card. ? Ticket Counter"
2051, American Express? ? La partie de rugby. Ross se fait massacrer. ?
2052,"Well, I-I guess I gotta go. ?"
2053,"Well, just until we find an energy source to replace fuel. ?"
2054,"Okay, good-bye. Good-bye. ?  ?"
2055,No! ?
2056,"Janice! There you are! There you are! I had to have one last kiss, and also-also you said that you were going to leave right after I got on the plane! ?"
2057,"Well, I then guess I'm going to Yemen! I'm going to Yemen!  When we get to Yemen, can I stay with you? ? Closing Credits ? Appartement de Monica et Rachel. Monica a finalement arr?ter de chercher le but de l'interrupteur. Elle l'allume et l'eteint sans arr?t. ?"
2058,"Hey! Wow, it is true what they say, pregnant bellies look like a drum."
2059,All right.
2060,Wouldn?t that be Frank the III?
2061,Hey! Do we have a baby name yet?
2062,"Well, it certainly worked for that Valdez kid."
2063,"Hey, y?know what, if you?re gonna do that, if you?re gonna name him Joey, you should name him Chandler.  Oh, come on! Chandler?s funny, sophisticated, and he?s very loveable, once you get to know him."
2064,"Well, Chandler will be there for you too. I mean, well, he might be a little late, but-but, he?ll be there. And he?ll bring you some cold soda, if want you need him for is that you?re really hot."
2065,Hey!
2066,And now you?re giving me the message!
2067,You actually think that something can happen between Emily and Susan?
2068,Hi! Hi! You?re crazy! Okay? This is Emily. Emily is straight.
2069,Raymond Chandler.
2070,"Okay, there are no famous Joey?s. Except for, huh, Joey Buttafucco."
2071,"Okay, look, Joey! Come on, think about it, first of all, he?ll never be President. There?s never gonna be a President Joey."
2072,"Wow, you?re, you?re right. I have a horrible, horrible name."
2073,Okay.
2074,"No, no, you?re right, it is a ridiculous name!"
2075,"Yes it is! From now on, I have no first name."
2076,I have no name.
2077,"Okay uh, for now, temporarily, you can call me, Clint."
2078,"Okay, so what name am I cool enough to pull off?"
2079,It?s Clint. It?s Clint! 
2080,It?s Clint! Clint!
2081," Okay. Okay. All right. Help! Am I a Mark, or a John?"
2082,"All right look, am I serious, okay? Tomorrow at"
2083,"Hey, look, this name has been holding me back my entire life. Okay, it?s probably why kids picked on me in school, and why I never do well with women... So, as of 4 o?clock tomorrow, I?m either gonna be Mark Johnson or John Markson."
2084, Really?!
2085,Okay. Thanks.
2086,You wanna hug it out?
2087,Yay!
2088,Okay!
2089,"Bye, Pheebs!"
2090,Ha! Ha! Ha!
2091,Ho! Ho! Ho!
2092,Your pants!
2093,Santa pants.  Santa Claus?s pants.
2094,"Uhh, a T-shirt that says, ""I don?t belong here."""
2095,Yeah we do!
2096,Are you serious?
2097,"Forget it! Okay, I?m not giving up my bachelor pad for some basketball seats!"
2098,"No. But uh, Joey has, and I usually talk to them in the morning time."
2099," Yes, Gunther, can I get two cups of chino, please?"
2100,"Forget it! Okay, I?m not giving up the apartment."
2101,Oh my God!
2102,You do know that Wham broke up?
2103,Where is Emily?
2104,"Man, didn?t she like just get here?"
2105,Easy tiger.
2106,So what are you going to do?
2107,Are you serious?
2108,"Because you?ve only known her for six weeks! Okay, I?ve got a carton of milk in my fridge I?ve had a longer relationship with!"
2109,"And I love the milk! But, I?m not gonna some British girl to move in with me!  Joey, you say things now."
2110,"Okay, no problem, just remember to wake us up before you go-go."
2111,No thank you.
2112,"Look, I want those basketball seats as much as you do! Okay, but we can?t leave in the small apartment after we?ve lived here! Didn?t you ever read Flowers for Algernon?"
2113,"Look, the only way I will even consider this is if they offer a lot more than just season seats."
2114,Screw the Knicks!
2115,I didn?t mean that. I just meant that the apartment is worth so much more.
2116,And the Knicks rule all.
2117,"No. No. We?re not gonna do that, y?know why? Because its not an even trade."
2118,No!
2119,"Op, op, I?m convinced!"
2120,"All right, but you can?t use that again for a whole year. I?m in."
2121,Okay!
2122,"Fine, let?s do it."
2123,"Okay, you guys uh, you guys pick first"
2124,That?s a low one!
2125,Why are you screaming and hugging?
2126,Yeah baby!
2127,Tickets please!  That?s courtside baby!
2128,No they didn?t!
2129,Those were like the best seats ever.
2130,"Oh yeah, that?s very nice. Plus, y?know they were free and they?re too small. "
2131,"Oh. Oh, God! "
2132,I KNOW!!! 
2133,Open up! Open up! Open up! 
2134,What the hell is going on?! 
2135,"We are switching back, right now!"
2136,"Well, you?re gonna have to leave sometime, because you both have jobs, and as soon as you do, we?re switching it back! There?s nothing you can do to stop us! Right, Joe?"
2137,What?
2138,"I don?t care, this is our apartment! And they stole-you stole it-our apartment, and we won that apartment fair and square, twice! And I am getting it back right now. I?m getting back right now! "
2139,"Oh no-no-no, no more offers. You can?t offer anything to us!"
2140,Totally worth it!
2141,Good night.
2142,Okay!
2143,"Oh, well, that?s great!"
2144,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!
2145,"Oh. Oh, did-did-did I wake you? OPENING"
2146,"Gunther, can I get another cup of coffee, please?  So uh, what do you do when you?re not working here?"
2147,"Oh, okay, thanks. "
2148,"Well, I am drinking lots of cups of coffee because I?m exhausted! Because Joey started snoring!"
2149,"It?s not something to be proud of, okay? You have to go to a sleep clinic!"
2150,They don?t have those.
2151,"Next time you snore, I?m rolling ya over!"
2152,"Hey, all right!"
2153,"Oh, she?s got you running errands, y?know, picking up wedding dresses...  Wah-pah!"
2154,"Y?know, whipped! Wah-pah!"
2155,That?s what I did. Wah-pah!
2156,"All right buddy, time to roll over.   No-no!  No, no-n-n-n-no!! You are going to a clinic! You?re going to a clinic, and a pyjama store!"
2157,It?s
2158,"Hey, I hear that you and Joshua are going out to dinner with Ross and Emily, and I think that's, I think that's really cool."
2159,What?
2160,"Yeah, well, I don?t dance at weddings."
2161,"Because weddings are a great place to meet women, and when I dance, I look like this... "
2162,Hey!
2163,Nothing.
2164,What?!
2165, Yes he did. Sleep Clinic
2166," Hey, check out that girl! She is really hot!"
2167,You?re coming on to the entire room!  I?m Chandler.
2168,Hi.
2169,You mind if I...
2170,"So uh, what are you in for?"
2171,"What a coincidence, I listen in my sleep."
2172, Hello! Little ones.
2173,"Yep! And! A beautiful woman agreed to go out with me.  Joey wanted to ask her out, but uh, she picked me."
2174,Because I?m cooler.
2175,"Well she?s, she?s the kinda girl-Joey was unconscious. "
2176,"Plus, you look cool. "
2177,Y?know what? It seems like all of the sudden; so much has happened.
2178,"Phoebe is, making people."
2179,"And we just sit here. I mean if I die the only way people would even know I was here, would be by the ass print on this chair! Look, we have to do something. Okay? Something huge!"
2180,"No-no, not something stupid, something huge."
2181,"Why not?! I mean it?s just, it?s just climbing! It?s just, it?s just steep!"
2182,"We?re going to Everest! Okay, it would be nice to leave an ass print on Everest!"
2183,Yeah baby!
2184," Yeah, well..."
2185,"Yeah, we could do that without y?know risking our lives at all!"
2186," Oh, well..."
2187,Yeeeeahhhh.
2188,But I?ll tell you something. One of these days we?re get off of our buts and rent Die Hard again!
2189,And I just want a million dollars! 
2190,Uh-oh. 
2191,She was not good. Not good.
2192,Uh-oh. 
2193, Hello!
2194, Noo.
2195,I didn?t know that.
2196,"See, maybe that?s the one we should?ve actually hidden."
2197,"This isn?t one of those uh, y?know ""If she doesn?t come, we-we don?t, we don?t come?"" Right? Because I already bought my ticket..."
2198,"Oh, that's Ross's."
2199,"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck? "
2200, F-hah.... flennin....
2201,I KNEW IT!!!! 
2202,"Ahh, so how many cameras are actually on you? "
2203,"All right, check it out. Check this out. It says here that there?s a place you can go to rent videos of all the museums!  ""It?s almost as good as being there."""
2204,"Well, You could, but... probably just the one time."
2205,"If we do that, we gotta get Die Hard."
2206,Hey.
2207," Yes! Yes! A thousand times, yes!"
2208,"Oh, it's awkward. It's awkward. It's awkward."
2209,You can be the best man when I get married.
2210,"Oh no-no-no, you-yeah, of course you get to be my best man."
2211,"I'm not even getting married! Okay, this is a question for science fiction writers!"
2212,I'm not even... I'm not even...
2213," Hey guys, what are you doing?"
2214,"Yeah, well, good luck trying to top the last one."
2215,"Oh, I'm Ross. I'm Ross. I'm too good for the Hut; I'm too good for the Hut."
2216,See ya.  Have fun planning your mellow bachelor party.
2217,"He just said, ""No strippers."""
2218," Okay, a little announcement, a little announcement. I've decided that my best man is, my best friend Gunther!"
2219,Central Perk?
2220," Okay, okay, a little announcement, I just want everyone to know that the position of my best man is still open! And uh,  so is the position of the bride. The"
2221, What?
2222,"Ugh. Just a sec, give me a minute to wake up for this-Ah-ha-ha!! You lost the ring! You're the worst best man ever!"
2223,You slept with the stripper?
2224,Hey!
2225,"So you might say, the ring is irreplaceable? "
2226,"So you might say, it's a magic ring."
2227,"Well, I think it all started when you said, ""Hey Joey, why don't you be my best man."""
2228,"Well, what if we just ah, called her, used a fake name, and had her come to my office?"
2229, You be cool.  The
2230,"Way to be cool, man. The"
2231,Marry me. 
2232,"He will, Joe."
2233,"Hey, come on, it's not your fault."
2234,"No, you should."
2235,Really?
2236,Thanks man.
2237,What a baby.
2238,Six-hour trip to London. That's a lot of Monica. 
2239,You got your passport?
2240,There it is. OPENING CREDITS
2241, All right! Let's do it!
2242,"Okay, 'cause that's not gonna get annoying."
2243,"Hey, y'know what? I was wrong."
2244,Hey! 
2245,Oh. 
2246, Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.
2247,"I am, I'm ignoring you."
2248,"Oh, what the hell is that?"
2249,"Okay, if you see a little version of me in there? Kill it!"
2250,"Okay. Listen-listen, we're not gonna have to walk this way the entire time are we?"
2251,"I think it's great. It's great. Y'know, they're thinking of changing the name of this place."
2252,To Put the Camera Away!!!
2253,"Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore."
2254,"All right, look, you're not really gonna buy that are you? Don't you think you've embarrassed me enough for one day?"
2255,How can I answer that when I'm pretending I don't know you? The
2256,Oh really? Then how come no one here is wearing them? The
2257,"All right, look, if you insist on wearing that, in public, y'know, you're gonna spend the rest of the afternoon all by yourself."
2258,"Okay, wait. All right, that's it, okay, I'm out of here. I am not going to be embarrassed anymore! "
2259,Hey. 
2260,"No-no-no, y'know what? I really shouldn't have said that you were embarrassing me, I mean that really wasn't cool. And if it makes you feel any better, I've had a really lousy day."
2261,Yeah?
2262,That's... That's was...
2263,How did you? How? How?
2264,I'm gonna go to the bathroom.
2265,That was pretty intense huh?
2266, I hope he did!
2267,"Joey, it's been three days, okay.. Your just a little homesick, Okay. Would you just try to relax. Just, just try to enjoy yourself."
2268,"I'd like to toast, Ross and Emily. Of course, my big toast will be tomorrow at the wedding, so this is kind of my little toast or Melba toast, if you will.  Okay. I known Ross for a long time. In fact, I knew him when he was going out with his first girlfriend.  And I thought things were going to work out for him..Until the day he over inflated her.  Ohh, Dear God..  Mrs."
2269," And I'm sure we're all very excited that Ross and Emily are getting married at Montgomery Hall. I mean to think, my friend getting married in Monty Hall.  Ohh, come on!! Monty Hall!! Lets make a Deal!! Come on, you people!! All right, forget it!! Congratulations, Ross and Emily. "
2270,Out loud?
2271,So how are you doing?
2272,"The guy was hammered, okay? There's no way, you look like Ross's mother."
2273,Because he's crazy. Okay? He came up to me earlier and thanked me for my very moving performance in Titanic.
2274,"Ahh, you know what? That is....Who wouldn't want you?"
2275," Morning, Ross."
2276,Yeah you are!!
2277,Well I've-I've never done that with you before.
2278,"So, ahh, how are ya? How ya...How ya... You okay?"
2279,"Yes...Yes..Uh-huh, You? We did you."
2280,"Oh yea yea, absolutely."
2281,I don't want to look.
2282,Hey.
2283, I'm not seeing Monica.
2284,What?
2285,Oh my god!
2286,No!! Okay!! What's with the third degree?! Why don't you just shine a light in my eyes?! 
2287,"Oh yea, your right. It's the second one."
2288,What we did last night was....
2289,Totally crazy stupid. 
2290,"I'm coming over tonight though, right?"
2291,"It could've been worse, he could've shot her. "
2292,Hey.
2293,"Oh wow, I hope you don't take this the wrong way but, I know we had plans to meet up tonight and, ugh, I'm just kinda worried about what it might do to our friendship."
2294,Seven times!
2295,"In a foreign, romantic country..."
2296,Bad London! 
2297,"Well, I don't see that we have a choice. But, when we're back home, we don't do it."
2298,"Y'know, I saw a wine cellar downstairs..."
2299,Okay! 
2300,"Forget it, that's off."
2301,The man's got a point. 
2302,"Listen, in the middle of everything if I scream the word, ""Yippee!"" just ignore me. "
2303,"Oh, hello Rachel."
2304,"Yes, we do. But, we have to change first."
2305,"Yeah, we'll be down in like five minutes."
2306,"Oh, yay..."
2307," Hey, listen, why don't we go change in my room?"
2308,"Wow, you look..."
2309,"Well, I've got a girl in here."
2310,"Well, we're-we're hanging out in here!"
2311,"Well, I suppose I'd have to say you!! But, what if we're watching a movie in here?"
2312,"Well, Ross and Emily aren't gonna use it."
2313,"Oh Mon-Mon-Mon-Mon-look, this is the honeymoon suite. The room expects sex. The room would be disappointed if it didn't get sex. All of the other honeymoon suites would think it was a loser."
2314,Okay! 
2315,"Nope, not under here!"
2316,"Well, you couldn't have looked everywhere or else you would've found her!"
2317,"Yeah, for about 30 minutes."
2318,"Wow, in 45 minutes you can find her twice. "
2319,"Yeah, we're gonna go."
2320,"Yeah, it's a very large plane."
2321,"But, we'll stay here with you."
2322,We have to leave for New York in an hour.
2323,"We can't do that that's insane. I mean 'A' he could wake up and 'B' y'know, let's go for it. "
2324,"Yeah, it kinda makes that-that one night special.  Y'know, technically we still are over international waters."
2325,'Kay! 
2326,"Uhh, no."
2327,No.
2328,Yes.
2329,Okay man. 
2330,Hey!
2331,No we didn't!
2332,"Yes! Good thing we have that, 'Not in New York' rule."
2333,Right.
2334,"Oh. Y'know, that night meant a lot to me too, and it wasn't because I was in a bad place or anything, it just meant a lot to me 'cause, you're really hot! Is that okay?"
2335,And I'm cute too.
2336,"Thank you!  All right, I gotta go unpack."
2337,Bye. 
2338," I'm still on London time, does that count?"
2339,"Oh, good! "
2340,"Ehh, you're just liquored up. "
2341,"I've had a very long, hard day."
2342,"Ahh, no thanks. No chicken, bye-bye then."
2343,"For the last time no! Get out! Get out, Joey!"
2344,"Are you okay? I'm so sorry, he wouldn't leave. He kept asking me about chicken."
2345,Hey Joe! 
2346,"Yeah, can I get a 3-piece, some cole slaw, some beans, and a Coke--Diet Coke.  Opening Credits"
2347,"Hey, Pheebs!"
2348,"Uh, The Wheatsheaf."
2349,"Ooh! Ahh, Pheebs, was gonna tell a story."
2350,I can't believe she can out run you man!
2351,"Oh, Ross, when you make out card; be sure to make it out to, EM-I-LY. "
2352,Oh that's not true.
2353,"Okay, I gotta go to work. "
2354,"And uh, Rachel, glad to have you back. "
2355,Pheebs!  Always a pleasure. 
2356,"All right, y'know what, we've been talking about London too much haven't we?"
2357,"I got caught up and work, but I'm quitting tomorrow."
2358,"So, thanks for having me over! Rach.  Pheebs. "
2359,"Well, I'm gonna go home and bask in the triumph of my Central Park idea. "
2360,I was just trying to bring a little culture to the group.
2361,"Hey, Pheebs!"
